item,itemLabel,itemDescription,sitelinks
http://www.wikidata.org/entity/Q25470942,Ratu Sikumbang,penyanyi Indonesia,11
http://www.wikidata.org/entity/Q5661029,Didi Kempot,penyanyi-penulis lagu Indonesia,11
http://www.wikidata.org/entity/Q19744463,Tulus,penyanyi Indonesia,11
http://www.wikidata.org/entity/Q3738184,Yos Sudarso,Pahlawan Revolusi Kemerdekaan,11
http://www.wikidata.org/entity/Q1850137,René Sparenberg,Dutch field hockey player,11
http://www.wikidata.org/entity/Q981398,Wahid Hasjim,Pahlawan Revolusi Kemerdekaan,11
http://www.wikidata.org/entity/Q461147,S. Antonius Budi Ariantho,badminton player,11
http://www.wikidata.org/entity/Q4250932,Oerip Soemohardjo,pahlawan nasional Indonesia,11
http://www.wikidata.org/entity/Q5104091,Choirul Huda,Indonesian footballer (1979-2017),11
http://www.wikidata.org/entity/Q7585525,Goenawan Mohamad,"Indonesian journalist, editor and poet",11
http://www.wikidata.org/entity/Q12522317,Tri Rismaharini,Menteri Sosial Indonesia ke-31,11
http://www.wikidata.org/entity/Q1925269,Hans Croon,Dutch football manager (1936-1985),11
http://www.wikidata.org/entity/Q2603591,Oemar Said Tjokroaminoto,Pahlawan Revolusi Kemerdekaan,11
http://www.wikidata.org/entity/Q56394496,Nissa Sabyan,penyanyi Indonesia,11
http://www.wikidata.org/entity/Q1398584,Musso,Politisi Indonesia,11
http://www.wikidata.org/entity/Q12498500,Mieke Wijaya,pemeran perempuan asal Indonesia,11
http://www.wikidata.org/entity/Q254353,Minarti Timur,pemain dan pelatih bulu tangkis asal Indonesia,11
http://www.wikidata.org/entity/Q553892,Lipke Holthuis,ahli biologi asal Kerajaan Belanda,11
http://www.wikidata.org/entity/Q696748,Wang Gungwu,Singaporean academic,11
http://www.wikidata.org/entity/Q933276,Jack Kolle,Indonesian footballer,11
http://www.wikidata.org/entity/Q3181117,Sutomo,pahlawan nasional Indonesia,11
http://www.wikidata.org/entity/Q4695305,Ahmad Dhani,musikus Indonesia,11
http://www.wikidata.org/entity/Q29145414,Kevin Lilliana,model dan pemenang kontes kecantikan Miss International 2017 asal Indonesia,11
http://www.wikidata.org/entity/Q4201122,Hanung Bramantyo,sutradara laki-laki asal Indonesia,11
http://www.wikidata.org/entity/Q706175,Victor Albert Gonsalves,Dutch footballer,11
http://www.wikidata.org/entity/Q3093044,Gerrit Faulhaber,Indonesian footballer (1912-1951),11
http://www.wikidata.org/entity/Q4202141,Sam Ratulangi,Pahlawan Revolusi Kemerdekaan,11
http://www.wikidata.org/entity/Q4264456,Evie Tamala,penyanyi asal Indonesia,11
http://www.wikidata.org/entity/Q12525054,Yayan Ruhian,pemeran laki-laki asal Indonesia,11
http://www.wikidata.org/entity/Q769919,Frans G. Hu Kon,Indonesian footballer,11
http://www.wikidata.org/entity/Q4931574,Boaz Solossa,Pesepakbola Indonesia,11
http://www.wikidata.org/entity/Q2489084,Asrul Sani,Pahlawan Revolusi Kemerdekaan,11
http://www.wikidata.org/entity/Q4264085,Adenan Kapau Gani,pahlawan nasional Indonesia,11
http://www.wikidata.org/entity/Q4201482,Syafruddin Prawiranegara,pahlawan nasional Indonesia,11
http://www.wikidata.org/entity/Q4131734,Ebiet G. Ade,penyanyi Indonesia,11
http://www.wikidata.org/entity/Q525472,Maurice Gatsonides,Dutch rally driver and inventor (1911-1998),11
http://www.wikidata.org/entity/Q449688,Marinus Anton Donk,Dutch mycologist (1908-1972),11
http://www.wikidata.org/entity/Q608792,Hubertus Leteng,Indonesian priest,11
http://www.wikidata.org/entity/Q4754513,Andjar Asmara,Seorang Actor dan Jurnalis yang berasal dari Indonesia,11
http://www.wikidata.org/entity/Q3656008,Tjoet Nyak Meutia,Pahlawan Revolusi Kemerdekaan,10
http://www.wikidata.org/entity/Q87184,Erika Remberg,Austrian actress,10
http://www.wikidata.org/entity/Q585982,Bona Septano,badminton player,10
http://www.wikidata.org/entity/Q145877,Imam Bonjol,Pahlawan Revolusi Kemerdekaan,10
http://www.wikidata.org/entity/Q2605059,R. Suprapto,pahlawan nasional Indonesia,10
http://www.wikidata.org/entity/Q5068118,Chaerul Saleh,Pahlawan Revolusi Kemerdekaan,10
http://www.wikidata.org/entity/Q12525366,Yustinus Hardjosusanto,21st-century Indonesian Catholic archbishop,10
http://www.wikidata.org/entity/Q576362,Boudewijn de Groot,Dutch singer and songwriter,10
http://www.wikidata.org/entity/Q1375653,Shane Gallagher,American musician,10
http://www.wikidata.org/entity/Q2524065,Anthonie Cornelis Oudemans,Dutch zoologist,10
http://www.wikidata.org/entity/Q2746631,Elvy Sukaesih,pemeran perempuan asal Indonesia,10
http://www.wikidata.org/entity/Q4131627,Irwandi Yusuf,politisi Indonesia,10
http://www.wikidata.org/entity/Q15222841,Paskalis Bruno Syukur,Uskup Keuskupan Bogor sejak tahun 2013,10
http://www.wikidata.org/entity/Q9331376,Citra Febrianti,atlet angkat besi Indonesia,10
http://www.wikidata.org/entity/Q4673343,Acha Septriasa,pemeran perempuan asal Indonesia,10
http://www.wikidata.org/entity/Q5111684,Iwan Fals,penyanyi dan musisi Indonesia,10
http://www.wikidata.org/entity/Q5263767,Nicholas Saputra,Pemeran laki-laki asal Indonesia (lahir 1984),10
http://www.wikidata.org/entity/Q5568820,Glenn Fredly,penyanyi dan musisi Indonesia,10
http://www.wikidata.org/entity/Q6308160,Julie Estelle,pemeran perempuan asal Indonesia,10
http://www.wikidata.org/entity/Q520248,Debby Susanto,pemain bulu tangkis asal Indonesia,10
http://www.wikidata.org/entity/Q4199270,Bing Slamet,"aktor film, penyanyi, dan komedian asal Indonesia",10
http://www.wikidata.org/entity/Q2254732,Cor Braasem,Dutch water polo player (1923-2009),10
http://www.wikidata.org/entity/Q1284438,Edhi Handoko,Indonesian chess player,10
http://www.wikidata.org/entity/Q1976278,Pakubuwana VI,Susuhunan dari Surakarta,10
http://www.wikidata.org/entity/Q3044724,Suryo Agung Wibowo,Indonesian sprinter,10
http://www.wikidata.org/entity/Q4383337,Johannes Pujasumarta,archbishop from Indonesia,10
http://www.wikidata.org/entity/Q12506448,Prilly Latuconsina,pemeran perempuan asal Indonesia,10
http://www.wikidata.org/entity/Q2038341,Simon Santoso,mantan pemain bulu tangkis Indonesia,10
http://www.wikidata.org/entity/Q3341990,Nini Theilade,Danish ballet dancer (1915-2018),10
http://www.wikidata.org/entity/Q983494,Kurniawan Dwi Yulianto,Indonesian footballer and manager,10
http://www.wikidata.org/entity/Q5830827,Emilia Contessa,pemeran perempuan asal Indonesia,10
http://www.wikidata.org/entity/Q4251141,Marah Roesli,Indonesian writer,10
http://www.wikidata.org/entity/Q3025589,Dewi Persik,pemeran perempuan asal Indonesia,10
http://www.wikidata.org/entity/Q281224,Heryanto Arbi,Pemain bulu tangkis asal Indonesia,10
http://www.wikidata.org/entity/Q56015542,Puti Kaisar Mihara,martial artist,10
http://www.wikidata.org/entity/Q591152,Dulmatin,Teroris asal Indonesia,10
http://www.wikidata.org/entity/Q4201183,Soepomo,Pahlawan Revolusi Kemerdekaan,10
http://www.wikidata.org/entity/Q983460,Luluk Hadiyanto,badminton player from Indonesia,10
http://www.wikidata.org/entity/Q12521646,Tirto Adhi Soerjo,Pahlawan Revolusi Kemerdekaan,10
http://www.wikidata.org/entity/Q4200346,Ari Lasso,penyanyi Indonesia,10
http://www.wikidata.org/entity/Q581677,Jacobus Hendricus van Lint,Dutch mathematician,10
http://www.wikidata.org/entity/Q1390640,Raffi Ahmad,pemeran laki-laki asal Indonesia,10
http://www.wikidata.org/entity/Q4794037,Melly Goeslaw,penyanyi-penulis lagu dan pemeran perempuan asal Indonesia,10
http://www.wikidata.org/entity/Q85989007,Ayu Maulida,model dan pemenang kontes kecantikan Puteri Indonesia 2020,10
http://www.wikidata.org/entity/Q707205,Ronald Susilo,Singaporean badminton player,10
http://www.wikidata.org/entity/Q2253449,Ernest Douwes Dekker,Pahlawan Revolusi Kemerdekaan,10
http://www.wikidata.org/entity/Q6862289,Poppy Mercury,penyanyi perempuan asal Indonesia,10
http://www.wikidata.org/entity/Q461579,Madelon Szekely-Lulofs,penulis indonesia,10
http://www.wikidata.org/entity/Q2491603,Oscar van Rappard,Dutch hurdler and footballer (1896-1962),10
http://www.wikidata.org/entity/Q6543801,Lie Kim Hok,Chinese-Indonesian writer and teacher (1853–1912),10
http://www.wikidata.org/entity/Q2921156,Vic Hayes,Father of Wi-Fi,10
http://www.wikidata.org/entity/Q4349443,Maia Estianty,pemeran perempuan asal Indonesia,10
http://www.wikidata.org/entity/Q7299896,Rd Ariffien,Indonesian film director,10
http://www.wikidata.org/entity/Q15065475,Evan Dimas Darmono,pemain sepak bola Indonesia,10
http://www.wikidata.org/entity/Q661401,Hamengkubuwana VIII,sultan Yogyakarta,10
http://www.wikidata.org/entity/Q2012278,Hamengkubuwana IV,sultan Yogyakarta,10
http://www.wikidata.org/entity/Q2430565,Hamengkubuwana III,sultan Yogyakarta,10
http://www.wikidata.org/entity/Q2650710,Aloysius Sudarso,Indonesian priest,10
http://www.wikidata.org/entity/Q461435,Denny Kantono,badminton player,10
http://www.wikidata.org/entity/Q4252095,Ayu Ting Ting,penyanyi asal Indonesia,10
http://www.wikidata.org/entity/Q1616295,Sultan Hasanuddin,Pahlawan Revolusi Kemerdekaan,10
http://www.wikidata.org/entity/Q2642883,Johannes Leimena,pahlawan nasional Indonesia,10
http://www.wikidata.org/entity/Q19922013,Joey Alexander,indonesian jazz pianist,10
http://www.wikidata.org/entity/Q7262516,Putu Wijaya,Indonesian writer,10
http://www.wikidata.org/entity/Q3505511,Elie Aiboy,Indonesian footballer,10
http://www.wikidata.org/entity/Q1810756,Max Westerkamp,field hockey player,10
http://www.wikidata.org/entity/Q2088806,Bernard Carp,"Dutch sailor, olympic gold medalist, board member at Erven Lucas Bols, golfplayer and throphy hunter",10
http://www.wikidata.org/entity/Q429584,Adityawarman,Raja Tanah Emas,10
http://www.wikidata.org/entity/Q17919,Charles Prosper Wolff Schoemaker,"Dutch architect (1882-1949), active in Bandung, Indonesia",10
http://www.wikidata.org/entity/Q679059,Law Adam,Dutch footballer (1908-1941),10
http://www.wikidata.org/entity/Q2997852,Muhammad Rachman,Indonesian boxer,10
http://www.wikidata.org/entity/Q2096629,Theys Hiyo Eluay,politisi Indonesia,10
http://www.wikidata.org/entity/Q2249375,Soetomo,Pahlawan Revolusi Kemerdekaan,10
http://www.wikidata.org/entity/Q539542,Sririta Jensen,Thai model,9
http://www.wikidata.org/entity/Q1442321,Franciscus Kopong Kung,21st-century Indonesian Catholic bishop,9
http://www.wikidata.org/entity/Q1700309,Pius Riana Prapdi,Indonesian bishop,9
http://www.wikidata.org/entity/Q2526775,Vincentius Sensi Potokota,21st-century Indonesian Catholic archbishop,9
http://www.wikidata.org/entity/Q2944547,Alexander Aan,Indonesian atheist and prisoner,9
http://www.wikidata.org/entity/Q3177695,Tommy Soeharto,Politikus dan pengusaha Indonesia,9
http://www.wikidata.org/entity/Q3847849,Dede Supriatna,,9
http://www.wikidata.org/entity/Q4973876,Kamidia Radisti,pemeran perempuan asal Indonesia,9
http://www.wikidata.org/entity/Q12494860,Lilis Suryani,penyanyi Indonesia,9
http://www.wikidata.org/entity/Q11774724,Nana Lee,pemeran perempuan asal Indonesia,9
http://www.wikidata.org/entity/Q12514086,Shandy Aulia,pemeran perempuan asal Indonesia,9
http://www.wikidata.org/entity/Q12497727,Medina Warda Aulia,pecatur putri asal Indonesia,9
http://www.wikidata.org/entity/Q18558886,Ruselli Hartawan,pemain bulu tangkis asal Indonesia,9
http://www.wikidata.org/entity/Q5447406,Fifi Young,pemeran perempuan asal Indonesia,9
http://www.wikidata.org/entity/Q20880258,Frans Mohede,penyanyi dan pemeran laki-laki asal Indonesia,9
http://www.wikidata.org/entity/Q275463,Sandra Dewi,pemeran perempuan asal Indonesia,9
http://www.wikidata.org/entity/Q2343180,Frits Ruimschotel,Dutch water polo player (1922-1987),9
http://www.wikidata.org/entity/Q1521256,Umar Kayam,pemeran laki-laki asal Indonesia,9
http://www.wikidata.org/entity/Q2603618,Siswondo Parman,pahlawan nasional Indonesia,9
http://www.wikidata.org/entity/Q3107476,Juwono Sudarsono,politisi Indonesia,9
http://www.wikidata.org/entity/Q4187311,Emil Salim,ekonom dan politisi senior Indonesia,9
http://www.wikidata.org/entity/Q4263863,Cerdas Barus,Indonesian chess player,9
http://www.wikidata.org/entity/Q43131822,Abdul Somad Batubara,pendakwah dan ulama asal Indonesia,9
http://www.wikidata.org/entity/Q1179734,Muhammad Balfas,author,9
http://www.wikidata.org/entity/Q1279930,Moreno Soeprapto,Mantan pembalap mobil profesional asal Indonesia,9
http://www.wikidata.org/entity/Q1392988,Fauzi Bowo,"Mantan Gubernur DKI Jakarta, Wakil Gubernur DKI Jakarta",9
http://www.wikidata.org/entity/Q2060158,Adriaan Maas,Olympic sailor,9
http://www.wikidata.org/entity/Q2603600,Pierre Tendean,pahlawan nasional Indonesia,9
http://www.wikidata.org/entity/Q3793280,Reza Rahadian,pemeran laki-laki asal Indonesia,9
http://www.wikidata.org/entity/Q3958239,Cut Tari,pemeran perempuan asal Indonesia,9
http://www.wikidata.org/entity/Q4198154,Indra Lesmana,Musisi jazz Indonesia,9
http://www.wikidata.org/entity/Q4199003,Sjumandjaja,pemeran laki-laki asal Indonesia,9
http://www.wikidata.org/entity/Q4199390,Tora Sudiro,pemeran laki-laki asal Indonesia,9
http://www.wikidata.org/entity/Q4201152,Nia Dinata,sutradara film asal Indonesia,9
http://www.wikidata.org/entity/Q11036795,Joko Anwar,sutradara asal Indonesia,9
http://www.wikidata.org/entity/Q4251025,Titi DJ,Penyanyi asal Indonesia,9
http://www.wikidata.org/entity/Q4311053,Adia Chan,Hong Kong actress and singer,9
http://www.wikidata.org/entity/Q4382677,Maya Soetoro-Ng,teacher and half-sister of Barack Obama,9
http://www.wikidata.org/entity/Q5025906,Camelia Malik,penyanyi Indonesia,9
http://www.wikidata.org/entity/Q5068119,Chairul Tanjung,pengusaha dan birokrat Indonesia,9
http://www.wikidata.org/entity/Q6187937,Jessy Rompies,Indonesian tennis player,9
http://www.wikidata.org/entity/Q6372516,Karlina Supelli,filsuf dan astronomer asal Indonesia,9
http://www.wikidata.org/entity/Q6509386,Idris Sardi,komposer asal Indonesia,9
http://www.wikidata.org/entity/Q6745424,Maman Abdurrahman Dulur si wahid,football player,9
http://www.wikidata.org/entity/Q4201732,Hatta Rajasa,politikus Indonesia,9
http://www.wikidata.org/entity/Q7419814,Ryamizard Ryacudu,Mantan Menteri Pertahanan Republik Indonesia,9
http://www.wikidata.org/entity/Q7809983,Titi Kamal,pemeran perempuan asal Indonesia,9
http://www.wikidata.org/entity/Q9027531,Mansyur S,Indonesian singer,9
http://www.wikidata.org/entity/Q4263166,D. Djajakusuma,pemeran laki-laki asal Indonesia,9
http://www.wikidata.org/entity/Q2627581,Omar Dhani,politisi Indonesia,9
http://www.wikidata.org/entity/Q3118591,Siti Fadilah,Menteri Kesehatan Indonesia ke-15,9
http://www.wikidata.org/entity/Q3472874,Widji Thukul,penyair dan aktivis asal Indonesia,9
http://www.wikidata.org/entity/Q3655984,Nyi Ageng Serang,pahlawan nasional Indonesia,9
http://www.wikidata.org/entity/Q4196055,Djoko Santoso,tokoh militer Indonesia,9
http://www.wikidata.org/entity/Q7207401,Poerbatjaraka,Indonesian academic,9
http://www.wikidata.org/entity/Q587188,Cakka Nuraga,Indonesian singer,9
http://www.wikidata.org/entity/Q1708087,Joseph Theodorus Suwatan,Indonesian Roman Catholic bishop,9
http://www.wikidata.org/entity/Q18325159,Pah Wongso,pemeran laki-laki asal Indonesia,9
http://www.wikidata.org/entity/Q11108578,Aminah Cendrakasih,pemeran perempuan asal Indonesia,9
http://www.wikidata.org/entity/Q2838542,Zubir Said,"Komponis musik | Pengarang musik ""Majulah Singapura""",9
http://www.wikidata.org/entity/Q15229725,Kevin Sanjaya Sukamuljo,pemain bulu tangkis asal Indonesia,9
http://www.wikidata.org/entity/Q77836,Carl Langbehn,German resistance member (1901-1944),9
http://www.wikidata.org/entity/Q49254232,Upiak Isil,Penyanyi dari Indonesia,9
http://www.wikidata.org/entity/Q538910,Ellen Angelina,pemain bulu tangkis asal Indonesia,9
http://www.wikidata.org/entity/Q468481,Ali Moertopo,Pahlawan Revolusi Kemerdekaan,9
http://www.wikidata.org/entity/Q12483474,Ganjar Pranowo,"Gubernur ke-15 Jawa Tengah, Indonesia",9
http://www.wikidata.org/entity/Q4115277,Hidayat Nur Wahid,politikus Indonesia,9
http://www.wikidata.org/entity/Q17410605,Iriana,ibu negara Indonesia ke-7,9
http://www.wikidata.org/entity/Q978833,Hendri Kurniawan Saputra,badminton player,9
http://www.wikidata.org/entity/Q7476096,Habiburrahman El Shirazy,pemeran laki-laki asal Indonesia,9
http://www.wikidata.org/entity/Q1387931,Nurcholish Madjid,Muslim scholar,9
http://www.wikidata.org/entity/Q2091244,Wilopo,Pahlawan Revolusi Kemerdekaan,9
http://www.wikidata.org/entity/Q7844727,Triyaningsih,Indonesian distance runner,9
http://www.wikidata.org/entity/Q1813144,Ru van der Haar,field hockey player,9
http://www.wikidata.org/entity/Q3745,Ahmad Heryawan,mantan gubernur Jawa Barat,9
http://www.wikidata.org/entity/Q1061473,Dewi Lestari,"Penulis, penyanyi, dan pengarang lagu asal Indonesia",9
http://www.wikidata.org/entity/Q1133511,Cornelis Christiaan Berg,Ahli Botani Belanda,9
http://www.wikidata.org/entity/Q2342229,Halim Perdanakusuma,Pahlawan Revolusi Kemerdekaan,9
http://www.wikidata.org/entity/Q5262470,Ruth Sahanaya,Penyanyi Indonesia,9
http://www.wikidata.org/entity/Q500157,Talitha Getty,Dutch actress (1940-1971),9
http://www.wikidata.org/entity/Q1182143,Dede Oetomo,Indonesian LGBT rights activist,9
http://www.wikidata.org/entity/Q7475943,Laudya Cynthia Bella,pemeran perempuan asal Indonesia,9
http://www.wikidata.org/entity/Q12498215,Meriam Bellina,pemeran perempuan asal Indonesia,9
http://www.wikidata.org/entity/Q868611,Praveen Jordan,Indonesian badminton player,9
http://www.wikidata.org/entity/Q4116080,Ponaryo Astaman,Indonesian footballer,9
http://www.wikidata.org/entity/Q578617,Lo La Chapelle,Dutch footballer (1888-1966),9
http://www.wikidata.org/entity/Q17122267,Antonius Subianto Bunjamin,Uskup Bandung sejak 2014,9
http://www.wikidata.org/entity/Q19655501,Isyana Sarasvati,penyanyi-penulis lagu Indonesia,9
http://www.wikidata.org/entity/Q3440970,Romana Tedjakusuma,pemain tennis Indonesia,9
http://www.wikidata.org/entity/Q33160,Sule,pelawak Indonesia,9
http://www.wikidata.org/entity/Q2249484,Hamengkubuwana VI,sultan Yogyakarta,9
http://www.wikidata.org/entity/Q2581159,Hamengkubuwana V,sultan Yogyakarta,9
http://www.wikidata.org/entity/Q2584101,Hamengkubuwana VII,sultan Yogyakarta,9
http://www.wikidata.org/entity/Q4160009,Adrianus Djajasepoetra,Catholic archbishop,9
http://www.wikidata.org/entity/Q1687024,Jenny Dalenoord,Dutch painter and illustrator (1918-2013),9
http://www.wikidata.org/entity/Q517755,Philippe Bär,Catholic bishop,9
http://www.wikidata.org/entity/Q3498286,Firman Utina,Indonesian footballer,9
http://www.wikidata.org/entity/Q6108912,Rima Melati,pemeran perempuan asal Indonesia,9
http://www.wikidata.org/entity/Q2370267,Riri Riza,sutradara produser film Indonesia,9
http://www.wikidata.org/entity/Q12499835,Nafsiah Mboi,Menteri Kesehatan Indonesia ke-17,9
http://www.wikidata.org/entity/Q4189316,Nico Thomas,Indonesian boxer,9
http://www.wikidata.org/entity/Q981536,Ida Anak Agung Gde Agung,Pahlawan Revolusi Kemerdekaan,9
http://www.wikidata.org/entity/Q2375169,I Gede Siman Sudartawa,Indonesian swimmer,9
http://www.wikidata.org/entity/Q745917,Filep Karma,West Papuan independence activist,9
http://www.wikidata.org/entity/Q1923816,Po Binasuor,king of Champa,9
